Path: /HepData/8832/d2-x1-y1
Charged pions v2 as a function of pT for centrality: 5-10%
Location: Figure 4
ABS(Y(RF=LAB)) : <0.5
Centrality : 5-10%
Particle : Charged pions
Range : 0.2 < pT < 6.0 (GeV/c)
SQRT(S)/NUCLEON : 2760.0 GeV
x : pT IN (GeV/c)
y : v2
xdesc	x	xlow	xhigh	y	dy+	dy-	dy+	dy-	
	0.175705	0.175705	0.175705	0.011507	+1.69E-4	-1.69E-4	-0.002014	+0.002014
	0.251638	0.251638	0.251638	0.015572	+1.32E-4	-1.32E-4	-0.002025	+0.002025
	0.348943	0.348943	0.348943	0.023537	+1.33E-4	-1.33E-4	-0.002058	+0.002058
	0.448415	0.448415	0.448415	0.031371	+1.63E-4	-1.63E-4	-0.002125	+0.002125
	0.548131	0.548131	0.548131	0.038667	+2.22E-4	-2.22E-4	-0.002187	+0.002187
	0.648014	0.648014	0.648014	0.045365	+2.55E-4	-2.55E-4	-0.002256	+0.002256
	0.746925	0.746925	0.746925	0.051717	+2.69E-4	-2.69E-4	-0.002326	+0.002326
	0.847115	0.847115	0.847115	0.057989	+3.09E-4	-3.09E-4	-0.002406	+0.002406
	0.947434	0.947434	0.947434	0.063612	+3.31E-4	-3.31E-4	-0.00248	+0.00248
	1.04776	1.04776	1.04776	0.068922	+3.88E-4	-3.88E-4	-0.002554	+0.002554
	1.14809	1.14809	1.14809	0.074215	+4.17E-4	-4.17E-4	-0.002631	+0.002631
	1.24806	1.24806	1.24806	0.079118	+4.9E-4	-4.9E-4	-0.002703	+0.002703
	1.34805	1.34805	1.34805	0.083148	+5.27E-4	-5.27E-4	-0.002766	+0.002766
	1.44822	1.44822	1.44822	0.087451	+6.23E-4	-6.23E-4	-0.002833	+0.002833
	1.54814	1.54814	1.54814	0.090858	+6.75E-4	-6.75E-4	-0.002889	+0.002889
	1.6482	1.6482	1.6482	0.094677	+8.04E-4	-8.04E-4	-0.002946	+0.002946
	1.74797	1.74797	1.74797	0.09793	+8.69E-4	-8.69E-4	-0.003001	+0.003001
	1.84828	1.84828	1.84828	0.09984	+0.001034	-0.001034	-0.003031	+0.003031
	1.94851	1.94851	1.94851	0.103194	+0.001119	-0.001119	-0.00309	+0.00309
	2.04837	2.04837	2.04837	0.105338	+0.001337	-0.001337	-0.003146	+0.003146
	2.14834	2.14834	2.14834	0.105037	+0.001446	-0.001446	-0.003141	+0.003141
	2.24791	2.24791	2.24791	0.106103	+0.001713	-0.001713	-0.003161	+0.003161
	2.34829	2.34829	2.34829	0.108119	+0.001849	-0.001849	-0.003309	+0.003309
	2.44829	2.44829	2.44829	0.110076	+0.002179	-0.002179	-0.003335	+0.003335
	2.54829	2.54829	2.54829	0.110712	+0.002347	-0.002347	-0.003422	+0.003422
	2.64832	2.64832	2.64832	0.111044	+0.002747	-0.002747	-0.00391	+0.00391
	2.74823	2.74823	2.74823	0.113652	+0.002938	-0.002938	-0.004821	+0.004821
	2.84837	2.84837	2.84837	0.108955	+0.003402	-0.003402	-0.005647	+0.005647
	2.94844	2.94844	2.94844	0.106005	+0.003638	-0.003638	-0.006574	+0.006574
	3.09358	3.09358	3.09358	0.108642	+0.002742	-0.002742	-0.007326	+0.007326
	3.29414	3.29414	3.29414	0.110573	+0.003325	-0.003325	-0.007453	+0.007453
	3.49431	3.49431	3.49431	0.104741	+0.004024	-0.004024	-0.007127	+0.007127
	3.6943	3.6943	3.6943	0.097613	+0.004761	-0.004761	-0.006916	+0.006916
	3.89493	3.89493	3.89493	0.097322	+0.005586	-0.005586	-0.006816	+0.006816
	4.18063	4.18063	4.18063	0.097929	+0.005045	-0.005045	-0.006689	+0.006689
	4.5828	4.5828	4.5828	0.08443	+0.006583	-0.006583	-0.005877	+0.005877
	4.98463	4.98463	4.98463	0.079208	+0.008397	-0.008397	-0.005775	+0.005775
	5.3872	5.3872	5.3872	0.061603	+0.01056	-0.01056	-0.004621	+0.004621
	5.78763	5.78763	5.78763	0.063759	+0.014659	-0.014659	-0.005085	+0.005085

