#: table_doi: 10.17182/hepdata.73749.v1/t10
#: name: Table 10
#: description: The nuclear modification factor RPPB of charged pions, charged kaons and protons+antiprotons as a function of pT in NSD p-Pb collisions with centre-of-mass energy/nucleon=5.02 TeV. The first uncertainty is statistical, the second is the systematic one.

#: data_file: Table10.yaml
#: keyword reactions: P PB --> PI+ X | P PB --> PI- X | P PB --> K+ X | P PB --> K- X | P PB --> P X | P PB --> PBAR X | P P --> PI+ X | P P --> PI- X | P P --> K+ X | P P --> K- X | P P --> P X | P P --> PBAR X
#: keyword observables: RATIO
#: keyword phrases: Inclusive | Proton-Proton Scattering | Strange Production
#: keyword cmenergies: 5.02
#: RE,,,P P --> (PI+ + PI-) X,,,,,,
#: ETARAP,,,-0.8-0.8
#: YRAP(C=CM),,,-0.5-0.0
#: SQRT(S)/NUCLEON [TeV],,,5.02
#: class,,,NSD
'PT [GEV]','PT [GEV] LOW','PT [GEV] HIGH','RPPB','stat +','stat -','sys +','sys -','sys,Normalization uncertainty +','sys,Normalization uncertainty -'
0.11,0.1,0.12,0.5318,0.0005,-0.0005,0.0569,-0.0569,'6.0%','-6.0%'
0.13,0.12,0.14,0.5247,0.0004,-0.0004,0.0383,-0.0383,'6.0%','-6.0%'
0.15000000000000002,0.14,0.16,0.517,0.0004,-0.0004,0.0374,-0.0374,'6.0%','-6.0%'
0.16999999999999998,0.16,0.18,0.5084,0.0003,-0.0003,0.0368,-0.0368,'6.0%','-6.0%'
0.19,0.18,0.2,0.501,0.0003,-0.0003,0.0359,-0.0359,'6.0%','-6.0%'
0.225,0.2,0.25,0.5034,0.0002,-0.0002,0.0336,-0.0336,'6.0%','-6.0%'
0.275,0.25,0.3,0.504,0.0002,-0.0002,0.032,-0.032,'6.0%','-6.0%'
0.32499999999999996,0.3,0.35,0.5114,0.0002,-0.0002,0.028,-0.028,'6.0%','-6.0%'
0.375,0.35,0.4,0.522,0.0003,-0.0003,0.0287,-0.0287,'6.0%','-6.0%'
0.42500000000000004,0.4,0.45,0.5347,0.0003,-0.0003,0.0293,-0.0293,'6.0%','-6.0%'
0.475,0.45,0.5,0.5502,0.0003,-0.0003,0.0302,-0.0302,'6.0%','-6.0%'
0.525,0.5,0.55,0.5635,0.0004,-0.0004,0.0316,-0.0316,'6.0%','-6.0%'
0.575,0.55,0.6,0.5816,0.0004,-0.0004,0.0328,-0.0328,'6.0%','-6.0%'
0.625,0.6,0.65,0.5847,0.0006,-0.0006,0.0412,-0.0412,'6.0%','-6.0%'
0.675,0.65,0.7,0.6053,0.0006,-0.0006,0.0428,-0.0428,'6.0%','-6.0%'
0.725,0.7,0.75,0.6285,0.0009,-0.0009,0.0499,-0.0499,'6.0%','-6.0%'
0.775,0.75,0.8,0.6443,0.0009,-0.0009,0.0513,-0.0513,'6.0%','-6.0%'
0.825,0.8,0.85,0.6622,0.001,-0.001,0.0525,-0.0525,'6.0%','-6.0%'
0.875,0.85,0.9,0.677,0.0011,-0.0011,0.0538,-0.0538,'6.0%','-6.0%'
0.925,0.9,0.95,0.694,0.0013,-0.0013,0.0548,-0.0548,'6.0%','-6.0%'
0.975,0.95,1.0,0.7099,0.0014,-0.0014,0.0558,-0.0558,'6.0%','-6.0%'
1.05,1.0,1.1,0.7321,0.001,-0.001,0.0575,-0.0575,'6.0%','-6.0%'
1.15,1.1,1.2,0.7632,0.0012,-0.0012,0.0591,-0.0591,'6.0%','-6.0%'
1.25,1.2,1.3,0.7848,0.0014,-0.0014,0.0606,-0.0606,'6.0%','-6.0%'
1.35,1.3,1.4,0.8082,0.0016,-0.0016,0.0625,-0.0625,'6.0%','-6.0%'
1.45,1.4,1.5,0.8215,0.0017,-0.0017,0.0641,-0.0641,'6.0%','-6.0%'
1.55,1.5,1.6,0.8447,0.002,-0.002,0.0624,-0.0624,'6.0%','-6.0%'
1.65,1.6,1.7,0.8578,0.0022,-0.0022,0.0644,-0.0644,'6.0%','-6.0%'
1.75,1.7,1.8,0.8734,0.0025,-0.0025,0.0672,-0.0672,'6.0%','-6.0%'
1.85,1.8,1.9,0.8867,0.0027,-0.0027,0.0706,-0.0706,'6.0%','-6.0%'
1.95,1.9,2.0,0.8973,0.003,-0.003,0.0738,-0.0738,'6.0%','-6.0%'
2.05,2.0,2.1,'-',0,0,0,0,0,0
2.1500000000000004,2.1,2.2,'-',0,0,0,0,0,0
2.1,2.0,2.2,0.9212,0.0018,-0.0018,0.0708,-0.0708,'6.0%','-6.0%'
2.25,2.2,2.3,'-',0,0,0,0,0,0
2.3499999999999996,2.3,2.4,'-',0,0,0,0,0,0
2.3,2.2,2.4,0.9346,0.002,-0.002,0.0747,-0.0747,'6.0%','-6.0%'
2.45,2.4,2.5,'-',0,0,0,0,0,0
2.55,2.5,2.6,'-',0,0,0,0,0,0
