%: table_doi: 10.17182/hepdata.72720.v1/t25
%: name: Table 25
%: description: Ratio of $p_{\rm T}$-differential yields of (p + $\bar{p}$) and $\phi$ in p-Pb collisions with centre-of-mass energy/nucleon=5.02 TeV (20-40% multiplicity class).

%: data_file: Table25.yaml
%: keyword reactions: P PB --> PHI X
%: keyword observables: DN/DPT/DYRAP | RATIO
%: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Rapidity Dependence
%: keyword cmenergies: 5020.0
%: RE   P PB --> PHI X
%: class [pct]   20.0-40.0
%: YRAP(C=CM)   -0.5-0.0
%: SQRT(S)/NUCLEON [GeV]   5020.0
%'$p_{\rm T}$ [GeV]' '$p_{\rm T}$ [GeV] LOW' '$p_{\rm T}$ [GeV] HIGH' '(p + $\bar{p}$)/$\phi$' 'stat +' 'stat -' 'sys +' 'sys -'
0.5 0.4 0.6 8.16 0.38 -0.38 0.75 -0.75
0.7 0.6 0.8 8.65 0.18 -0.18 0.9 -0.9
0.9 0.8 1.0 7.76 0.11 -0.11 0.84 -0.84
1.1 1.0 1.2 6.93 0.1 -0.1 0.72 -0.72
1.2999999999999998 1.2 1.4 6.41 0.11 -0.11 0.62 -0.62
1.5 1.4 1.6 5.76 0.11 -0.11 0.56 -0.56
1.7000000000000002 1.6 1.8 5.36 0.12 -0.12 0.53 -0.53
1.9 1.8 2.0 5.22 0.12 -0.12 0.51 -0.51
2.25 2.0 2.5 5.02 0.085 -0.085 0.47 -0.47
2.75 2.5 3.0 4.24 0.081 -0.081 0.42 -0.42
3.25 3.0 3.5 3.95 0.14 -0.14 0.52 -0.52
3.75 3.5 4.0 3.32 0.13 -0.13 0.65 -0.65

