%: table_doi: 10.17182/hepdata.72720.v1/t23
%: name: Table 23
%: description: Ratio of $p_{\rm T}$-differential yields of (p + $\bar{p}$) and $\phi$ in p-Pb collisions with centre-of-mass energy/nucleon=5.02 TeV (5-10% multiplicity class).

%: data_file: Table23.yaml
%: keyword reactions: P PB --> PHI X
%: keyword observables: DN/DPT/DYRAP | RATIO
%: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Rapidity Dependence
%: keyword cmenergies: 5020.0
%: RE   P PB --> PHI X
%: class [pct]   5.0-10.0
%: YRAP(C=CM)   -0.5-0.0
%: SQRT(S)/NUCLEON [GeV]   5020.0
%'$p_{\rm T}$ [GeV]' '$p_{\rm T}$ [GeV] LOW' '$p_{\rm T}$ [GeV] HIGH' '(p + $\bar{p}$)/$\phi$' 'stat +' 'stat -' 'sys +' 'sys -'
0.5 0.4 0.6 8.48 0.71 -0.71 0.77 -0.77
0.7 0.6 0.8 8.07 0.31 -0.31 0.84 -0.84
0.9 0.8 1.0 7.97 0.21 -0.21 0.85 -0.85
1.1 1.0 1.2 6.88 0.17 -0.17 0.72 -0.72
1.2999999999999998 1.2 1.4 6.37 0.18 -0.18 0.62 -0.62
1.5 1.4 1.6 6.01 0.2 -0.2 0.59 -0.59
1.7000000000000002 1.6 1.8 5.57 0.21 -0.21 0.55 -0.55
1.9 1.8 2.0 5.37 0.22 -0.22 0.53 -0.53
2.25 2.0 2.5 4.72 0.12 -0.12 0.45 -0.45
2.75 2.5 3.0 4.42 0.13 -0.13 0.44 -0.44
3.25 3.0 3.5 3.93 0.2 -0.2 0.5 -0.5
3.75 3.5 4.0 3.7 0.24 -0.24 0.74 -0.74

