%: table_doi: 10.17182/hepdata.73011.v1/t7
%: name: Table 7
%: description: Xi pt spectrum in 80-100% multiplicity class.

%: data_file: Table7.yaml
%: keyword reactions: P PB --> XI- X | P PB --> XIBAR+ X
%: keyword observables: D2N/DPT/DYRAP
%: keyword phrases: Inclusive | Double Differential Distribution | Transverse Momentum Dependence | Rapidity Dependence
%: keyword cmenergies: 5020.0
%: RE   P PB --> (XI- + XIBAR+)/2 X
%: Multiplicity class [pct]   80.0-100.0
%: YRAP(C=CM)   -0.5-0.0
%: SQRT(S)/NUCLEON [GeV]   5020.0
%'pt [GeV]' 'pt [GeV] LOW' 'pt [GeV] HIGH' '1/(2pi*pt*Nev) dN/(dy*dpt) [GeV$^{-2}$]' 'stat +' 'stat -' 'sys +' 'sys -'
0.7 0.6 0.8 0.001197 8.4e-05 -8.4e-05 9e-05 -9e-05
0.8500000000000001 0.8 0.9 0.000841 6e-05 -6e-05 5.9e-05 -5.9e-05
0.95 0.9 1.0 0.00073 4.5e-05 -4.5e-05 4.6e-05 -4.6e-05
1.05 1.0 1.1 0.000624 3.3e-05 -3.3e-05 3.8e-05 -3.8e-05
1.15 1.1 1.2 0.000505 2.6e-05 -2.6e-05 2.9e-05 -2.9e-05
1.25 1.2 1.3 0.000409 2.1e-05 -2.1e-05 2.3e-05 -2.3e-05
1.35 1.3 1.4 0.000349 1.7e-05 -1.7e-05 2e-05 -2e-05
1.45 1.4 1.5 0.000291 1.4e-05 -1.4e-05 1.7e-05 -1.7e-05
1.6 1.5 1.7 0.000211 7e-06 -7e-06 1.2e-05 -1.2e-05
1.7999999999999998 1.7 1.9 0.00014 5e-06 -5e-06 8e-06 -8e-06
2.05 1.9 2.2 8.1e-05 3e-06 -3e-06 5e-06 -5e-06
2.4000000000000004 2.2 2.6 4.3e-05 1e-06 -1e-06 2e-06 -2e-06
2.85 2.6 3.1 1.9e-05 1e-06 -1e-06 1e-06 -1e-06
3.5 3.1 3.9 6e-06 0.0 -0.0 0.0 -0.0
4.4 3.9 4.9 1.7e-06 1e-07 -1e-07 1e-07 -1e-07

