%: table_doi: 10.17182/hepdata.73011.v1/t22
%: name: Table 22
%: description: OmegaPlus yield as a function of charged particle multiplicity per unit pseudorapidity.

%: data_file: Table22.yaml
%: keyword reactions: P PB --> OMEGABAR+ X
%: keyword observables: N
%: keyword phrases: Inclusive
%: keyword cmenergies: 5020.0
%: RE   P PB --> OMEGABAR+ X
%: YRAP(C=CM)   -0.5-0.0
%: SQRT(S)/NUCLEON [GeV]   5020.0
%'dNch/deta | -0.5<y<0' 'dNch/deta | -0.5<y<0 LOW' 'dNch/deta | -0.5<y<0 HIGH' 'DN/DYRAP' 'stat +' 'stat -' 'sys uncorr +' 'sys uncorr -' 'sys total +' 'sys total -'
4.300000000000001 4.2 4.4 0.0134 0.0008 -0.0008 0.0006 -0.0006 0.0018 -0.0018
9.8 9.6 10.0 0.0104 0.0006 -0.0006 0.0005 -0.0005 0.0015 -0.0015
16.1 15.7 16.5 0.0085 0.0005 -0.0005 0.0004 -0.0004 0.0011 -0.0011
23.2 22.7 23.7 0.0058 0.0004 -0.0004 0.0003 -0.0003 0.0007 -0.0007
30.5 29.8 31.2 0.0036 0.0002 -0.0002 0.0002 -0.0002 0.0005 -0.0005
36.2 35.4 37.0 0.0024 0.0002 -0.0002 0.0002 -0.0002 0.0004 -0.0004
45.0 44.0 46.0 0.0008 3e-05 -3e-05 9e-05 -9e-05 0.00017 -0.00017

