#: table_doi: 10.17182/hepdata.63400.v1/t4
#: name: Table 4
#: description: The nuclear modification factor of charged particles as a function of transverse momentum, measured in minimum-bias (NSD) p-Pb collisions at sqrt(sNN) = 5.02 TeV in two pseudorapidity ranges, |eta(cms)| < 0.3 and -1.3 < eta(cms) < 0.3.

#: data_file: Table4.yaml
#: keyword reactions: P PB --> CHARGED X | P P --> CHARGED X
#: keyword observables: RATIO
#: keyword phrases: Inclusive | Proton-Proton Scattering
#: keyword cmenergies: 5020.0
#: RE,,,P P --> CHARGED X,,,,,,
#: ETARAP(RF=CM),,,-0.3-0.3
#: SQRT(S)/NUCLEON [GeV],,,5020.0
'PT [GEV]','PT [GEV] LOW','PT [GEV] HIGH','R(pPb)','stat +','stat -','sys +','sys -','sys,overall normalization uncertainty +','sys,overall normalization uncertainty -'
12.5,12.0,13.0,0.9966,0.019,-0.019,0.083,-0.083,'6.0%','-6.0%'
13.5,13.0,14.0,0.9812,0.022,-0.022,0.082,-0.082,'6.0%','-6.0%'
14.5,14.0,15.0,1.001,0.027,-0.027,0.085,-0.085,'6.0%','-6.0%'
15.5,15.0,16.0,0.9878,0.031,-0.031,0.084,-0.084,'6.0%','-6.0%'
17.0,16.0,18.0,0.9951,0.028,-0.028,0.086,-0.086,'6.0%','-6.0%'
19.0,18.0,20.0,0.9866,0.037,-0.037,0.088,-0.088,'6.0%','-6.0%'
21.0,20.0,22.0,0.9764,0.047,-0.047,0.087,-0.087,'6.0%','-6.0%'
23.0,22.0,24.0,1.048,0.063,-0.063,0.095,-0.095,'6.0%','-6.0%'
26.0,24.0,28.0,0.9631,0.056,-0.056,0.088,-0.088,'6.0%','-6.0%'
30.0,28.0,32.0,0.9364,0.08,-0.08,0.086,-0.086,'6.0%','-6.0%'
36.0,32.0,40.0,1.108,0.1,-0.1,0.1,-0.1,'6.0%','-6.0%'
45.0,40.0,50.0,0.8506,0.12,-0.12,0.081,-0.081,'6.0%','-6.0%'

#: RE,,,P P --> CHARGED X,,,,,,
#: ETARAP(RF=CM),,,-1.3-0.3
#: SQRT(S)/NUCLEON [GeV],,,5020.0
'PT [GEV]','PT [GEV] LOW','PT [GEV] HIGH','R(pPb)','stat +','stat -','sys +','sys -','sys,overall normalization uncertainty +','sys,overall normalization uncertainty -'
0.175,0.15,0.2,0.5905,0.00032,-0.00032,0.057,-0.057,'6.0%','-6.0%'
0.225,0.2,0.25,0.5687,0.0002,-0.0002,0.045,-0.045,'6.0%','-6.0%'
0.275,0.25,0.3,0.5631,0.00019,-0.00019,0.046,-0.046,'6.0%','-6.0%'
0.32499999999999996,0.3,0.35,0.5642,0.00018,-0.00018,0.048,-0.048,'6.0%','-6.0%'
0.375,0.35,0.4,0.5691,0.00018,-0.00018,0.051,-0.051,'6.0%','-6.0%'
0.42500000000000004,0.4,0.45,0.5793,0.00019,-0.00019,0.054,-0.054,'6.0%','-6.0%'
